origin,Beijing,Tianjin,Shijiazhuang,Tangshan,Qinhuangdao,Handan,Xingtai,Baoding,Zhangjiakou,Chengde,Cangzhou,Langfang,Hengshui,Taiyuan,Datong,Yangquan,Changzhi,Jincheng,Shuozhou,Jinzhong,Yuncheng,Xinzhou,Linfen,Luliang,Hohhot,Baotou,Wuhai,Chifeng,Tongliao,Erdos,Hulunbeir,Bayannaoer,Ulanchabu,Shenyang,Dalian,Anshan,Fushun,Benxi,Dandong,Jinzhou,Yingkou,Fuxin,Liaoyang,Panjin,Tieling,Chaoyang,Huludao,Changchun,Jilin,Siping,Liaoyuan,Tonghua,Baishan,Baicheng,Harbin,Qiqihar,Jixi,Hegang,Shuangyashan,Daqing,Yichun1,Jiamusi,Qitaihe,Mudanjiang,Heihe,Shanghai,Nanjing,Wuxi,Xuzhou,Changzhou,Suzhou1,Nantong,Lianyungang,Huaian,Yancheng,Yangzhou,Zhenjiang,Taizhou4,Suqian,Hangzhou,Ningbo,Wenzhou,Jiaxing,Huzhou,Shaoxing,Jinhua,Quzhou,Zhoushan,Taizhou2,Lishui,Hefei,Wuhu,Bengbu,Huainan,Maanshan,Huaibei,Tongling,Anqing,Huangshan,Chuzhou,Fuyang,Suzhou4,Liuan,Bozhou,Chizhou,Xuancheng,Fuzhou2,Xiamen,Putian,Sanming,Quanzhou,Zhangzhou,Nanping,Longyan,Ningde,Nanchang,Jingdezhen,Pingxiang,Jiujiang,Xinyu,Yingtan,Ganzhou,JiAn,Yichun2,Fuzhou3,Shangrao,JiNan,Qingdao,Zibo,Zaozhuang,Dongying,Yantai,Weifang,Jining,Taian,Weihai,Rizhao,Laiwu,Linyi,Dezhou,Liaocheng,Binzhou,Heze,Zhengzhou,Kaifeng,Luoyang,Pingdingshan,Anyang,Hebi,Xinxiang,Jiaozuo,Puyang,Xuchang,Luohe,Sanmenxia,Nanyang,Shangqiu,Xinyang,Zhoukou,Zhumadian,Wuhan,Huangshi,Shiyan,Yichang,Xiangfan,Ezhou,Jingmen,Xiaogan,Jingzhou,Huanggang,Xianning,Suizhou,Changsha,Zhuzhou,Xiangtan,Hengyang,Shaoyang,Yueyang,Changde,Zhangjiajie,Yiyang,Chenzhou,Yongzhou,Huaihua,Loudi,Guangzhou,Shaoguan,Shenzhen,Zhuhai,Shantou,Foshan,Jiangmen,Zhanjiang,Maoming,Zhaoqing,Huizhou,Meizhou,Shanwei,Heyuan,Yangjiang,Qingyuan,Dongguan,Zhongshan,Jieyang,Nanning,Liuzhou,Guilin,Wuzhou,Beihai,Fangchenggang,Qinzhou,Guigang,Yulin4,Baise,Hezhou,Hechi,Laibin,Chongzuo,Haikou,Sanya,Chongqing,Chengdu,Zigong,Panzhihua,Luzhou,Deyang,Mianyang,Guangyuan,Suining,Neijiang,Leshan,Nanchong,Meishan,Yibin,GuangAn,Dazhou,Yaan,Bazhong,Ziyang,Guiyang,Zunyi,Kunming,Qujing,Yuxi,Baoshan,Zhaotong,Lijiang,Simao,Lincang,XiAn,Tongchuan,Baoji,Xianyang,Weinan,YanAn,Hanzhong,Yulin2,Ankang,Shangluo,Lanzhou,Jiayuguan,Jinchang,Baiyin,Tianshui,Wuwei,Zhangye,Pingliang,Jiuquan,Qingyang,Dingxi,Longnan,Xining,Yinchuan,Shizuishan,Wuzhong,Guyuan,Zhongwei,Urumqi,Karamay
Cangzhou,2.244,1.254,2.676,2.13,3.455,3.494,3.349,1.859,4.714,3.824,0.0,1.93,1.571,4.455,4.683,3.442,5.629,6.256,5.391,4.507,7.879,4.553,7.1,5.906,6.905,8.212,10.659,6.064,8.677,7.539,17.131,10.629,5.846,6.802,8.732,6.752,7.667,7.637,8.485,5.122,6.508,6.295,7.589,5.915,7.728,5.743,5.11,9.469,10.306,8.943,8.947,9.133,9.875,12.331,11.83,13.515,15.241,15.838,17.041,12.659,15.525,15.205,16.149,13.852,17.572,10.326,8.686,9.073,5.742,9.301,10.296,8.903,5.806,6.682,7.596,8.499,9.749,8.594,6.934,10.809,11.841,14.691,10.743,10.817,11.643,12.806,13.214,13.381,14.703,14.434,8.879,9.624,7.214,8.169,8.9,7.031,11.182,10.29,11.879,8.478,7.464,6.004,8.376,5.892,12.364,10.202,17.673,20.018,19.295,16.897,19.012,19.114,16.001,17.974,17.79,12.579,11.64,14.16,11.009,14.032,13.447,16.621,14.452,14.447,14.058,14.354,2.573,4.819,2.546,4.478,2.256,5.377,3.864,3.841,3.496,6.851,5.398,3.294,5.017,1.68,2.663,2.232,4.624,6.421,5.747,6.732,6.831,4.026,5.08,5.001,5.601,4.29,6.54,6.477,7.963,8.29,4.99,8.209,6.407,7.349,9.978,10.798,9.912,11.758,8.868,10.501,9.955,10.501,10.856,10.774,11.305,9.073,13.248,13.999,13.612,14.886,14.761,11.912,12.065,13.83,12.949,16.364,15.665,15.262,14.497,20.439,18.325,21.006,21.793,19.811,20.731,21.369,24.13,23.73,20.544,19.794,18.131,21.947,18.684,22.277,20.407,20.889,21.389,19.232,22.254,19.812,18.473,21.123,23.696,24.035,22.617,21.577,22.179,23.81,19.901,22.043,20.917,23.697,27.926,31.734,14.874,17.402,18.738,25.957,19.794,16.676,16.23,14.611,17.244,18.823,18.602,16.744,19.06,19.246,17.026,14.926,18.684,15.861,18.16,18.85,18.85,24.146,22.404,25.525,29.667,22.091,30.051,27.0,29.603,10.09,9.989,12.397,10.046,9.633,8.598,12.907,7.282,12.592,10.615,13.86,18.797,14.762,13.855,14.27,14.699,17.141,12.03,18.49,10.74,14.039,16.579,16.002,10.582,11.531,10.613,13.159,12.125,29.776,32.56
Langfang,0.953,1.043,3.33,2.072,3.396,4.653,4.282,2.327,3.424,3.026,1.93,0.0,2.827,4.985,4.374,4.094,6.788,7.415,5.189,5.075,8.448,4.861,7.669,6.472,6.17,8.01,10.457,5.266,8.063,7.337,16.333,10.427,4.905,6.744,8.674,6.693,7.609,7.578,8.426,5.064,6.449,6.236,7.53,5.857,7.669,5.329,5.052,9.411,10.248,8.885,8.888,9.075,9.816,11.533,11.772,12.717,15.183,15.78,16.983,12.601,15.467,15.146,16.09,13.793,17.514,11.825,10.217,10.572,7.448,10.8,11.795,10.402,7.305,8.18,9.095,9.998,11.248,10.093,8.64,12.308,13.34,16.19,12.242,12.316,13.142,14.305,14.713,14.88,16.202,15.933,10.585,11.29,8.92,9.876,10.431,8.737,12.853,11.997,13.439,10.185,9.171,7.711,10.083,7.599,14.07,11.76,19.38,21.724,21.002,18.604,20.719,20.82,17.707,19.681,19.289,14.285,13.347,15.54,12.716,15.484,15.154,18.312,16.143,15.849,15.765,16.06,4.182,6.325,4.052,6.185,3.762,6.883,5.37,5.548,5.202,8.357,6.897,4.794,6.516,3.387,4.369,3.738,6.331,7.636,7.128,7.947,8.123,5.184,6.298,6.216,6.816,5.684,7.921,7.858,8.925,9.671,6.696,9.59,7.815,8.73,11.38,12.2,11.292,13.138,10.249,11.903,11.335,11.882,12.236,12.176,12.707,10.454,14.629,15.38,14.993,16.266,16.142,13.292,13.445,15.211,14.33,17.745,17.046,16.642,15.877,21.885,19.794,22.504,23.24,21.517,22.146,22.816,25.511,25.111,21.925,21.485,19.837,23.654,20.375,23.718,21.788,22.336,22.835,20.939,23.635,21.192,19.854,22.504,25.077,25.416,23.997,22.958,23.56,25.19,21.281,23.424,22.298,25.077,29.307,33.115,16.255,17.97,19.307,26.526,20.448,17.245,16.798,15.18,17.812,19.392,19.17,17.313,19.629,19.815,18.108,15.765,19.253,16.429,18.729,20.231,20.231,25.527,23.784,26.905,31.048,22.659,31.432,28.381,30.984,10.659,10.558,12.966,10.615,10.201,9.166,13.476,7.577,13.755,11.226,14.236,19.172,15.138,14.23,14.839,15.075,17.517,12.599,18.865,11.308,14.608,17.148,16.378,10.958,11.329,10.989,13.712,12.501,30.152,32.936
Hengshui,2.935,2.634,2.113,3.637,4.961,2.425,2.281,2.145,5.187,5.051,1.571,2.827,0.0,3.891,4.969,2.879,4.56,5.188,5.678,3.943,7.13,4.538,6.28,5.343,7.192,8.499,10.946,7.291,10.088,7.826,18.358,10.916,6.132,8.309,10.238,8.258,9.174,9.143,9.991,6.629,8.014,7.801,9.095,7.421,9.234,7.25,6.617,10.976,11.813,10.45,10.453,10.64,11.381,13.558,13.337,14.742,16.748,17.345,18.548,14.166,17.032,16.711,17.655,15.358,19.079,9.931,8.29,8.678,5.316,8.906,9.9,8.508,5.411,6.286,7.201,8.104,9.354,8.199,6.509,10.414,11.446,14.295,10.348,10.422,11.247,12.411,12.819,12.986,14.308,14.039,8.454,9.199,6.788,7.744,8.505,6.605,10.757,9.865,11.453,8.053,6.943,5.579,7.855,5.371,11.939,9.777,17.248,19.593,18.87,16.472,18.587,18.689,15.576,17.549,17.395,12.059,11.215,13.154,10.49,13.098,13.022,15.948,13.779,13.463,13.539,13.928,2.181,5.26,3.023,4.053,3.197,6.303,4.314,3.416,3.07,7.777,5.046,3.008,4.622,1.161,2.142,3.115,4.103,5.409,4.742,5.72,5.826,2.957,4.067,3.988,4.589,3.298,5.535,5.472,6.95,7.285,4.469,7.203,5.429,6.343,8.993,9.813,8.906,10.752,7.862,9.517,8.949,9.495,9.85,9.79,10.321,8.068,12.243,12.994,12.606,13.88,13.755,10.906,11.059,12.825,11.944,15.359,14.66,14.256,13.491,19.499,17.407,20.118,20.853,19.385,19.759,20.429,23.125,22.725,19.539,19.121,17.706,21.475,18.011,21.332,19.402,19.95,20.449,18.807,21.248,18.806,17.467,20.117,22.691,23.029,21.611,20.571,21.173,22.804,18.895,21.037,19.911,22.691,26.921,30.728,13.869,16.739,18.076,25.295,18.788,16.014,15.567,13.949,16.581,18.161,17.939,16.082,18.398,18.584,16.02,13.92,18.022,15.198,17.498,17.845,17.844,23.141,21.398,24.519,28.662,21.353,29.045,25.995,28.598,9.428,9.411,11.735,9.388,8.692,8.035,12.245,6.808,11.587,9.602,13.297,18.234,14.199,13.291,13.608,14.136,16.578,11.464,17.927,10.174,13.474,15.917,15.439,10.019,11.666,10.05,12.594,11.562,29.213,31.997
Taiyuan,4.929,5.046,2.753,6.185,7.509,3.642,3.117,3.902,5.329,7.045,4.455,4.985,3.891,0.0,2.987,1.373,2.745,3.354,2.693,0.798,3.809,1.131,3.03,1.721,5.135,6.019,8.211,9.285,12.082,5.178,19.411,8.436,4.26,10.857,12.787,10.806,11.722,11.691,12.539,9.177,10.562,10.349,11.643,9.97,11.783,9.348,9.165,13.524,14.361,12.998,13.001,13.188,13.929,14.61,15.885,15.795,19.296,19.893,21.096,16.714,19.58,19.26,20.203,17.906,21.627,12.924,10.645,11.672,8.087,11.827,12.888,11.502,8.405,9.28,10.194,11.098,12.321,11.193,9.155,13.081,14.439,16.974,13.342,13.016,13.926,15.089,15.197,15.98,17.223,16.717,10.357,11.338,8.953,9.589,10.859,8.78,12.571,11.591,13.253,10.293,8.101,7.749,8.968,6.748,13.665,11.897,18.653,20.714,20.219,17.593,19.709,19.81,16.937,18.671,18.969,12.993,12.681,12.939,11.423,13.991,14.412,16.842,14.673,13.723,14.472,15.334,5.175,8.254,6.031,7.047,6.601,9.311,7.323,6.201,6.064,10.785,8.04,6.002,7.616,4.565,4.642,6.432,6.211,5.054,5.763,4.04,5.075,3.972,4.864,4.169,3.503,5.173,5.561,5.727,4.286,6.782,5.974,7.411,6.285,6.598,9.441,10.707,8.33,10.514,7.625,10.14,8.711,9.394,9.613,10.724,10.627,7.853,12.028,12.779,12.392,13.666,13.518,10.692,10.821,12.587,11.706,15.144,14.422,14.018,13.253,19.285,17.193,19.903,20.639,20.507,19.545,20.215,22.904,22.487,19.324,19.453,18.827,22.248,18.905,21.117,19.187,19.735,20.234,19.929,21.011,18.568,17.23,19.88,22.453,22.792,21.373,20.334,20.936,22.566,18.658,20.8,19.674,22.454,26.683,30.491,12.875,13.331,14.668,21.887,15.81,12.606,12.159,10.541,13.173,14.753,14.531,12.674,14.99,15.176,13.47,11.126,14.614,11.79,14.09,17.607,17.558,21.903,21.16,23.281,27.424,18.02,27.807,24.756,27.359,6.02,5.919,8.327,5.976,5.563,4.528,8.837,3.4,9.116,6.587,9.675,14.612,10.577,9.669,10.2,10.514,12.956,7.96,14.305,6.669,9.969,12.509,11.817,6.397,8.043,6.428,9.089,7.94,25.591,28.375
Datong,3.569,4.59,4.953,5.359,6.389,6.319,5.951,4.071,2.425,5.352,4.683,4.374,4.969,2.987,0.0,4.03,5.587,6.196,1.576,3.514,6.6,2.519,5.821,4.52,2.414,4.202,6.805,7.592,10.026,3.686,16.507,6.621,1.356,9.714,11.643,9.663,10.579,10.548,11.396,8.033,9.419,8.832,10.5,8.826,10.639,7.655,8.022,11.97,12.984,11.444,11.827,12.045,12.786,11.707,14.331,12.891,17.896,18.339,19.542,14.875,18.026,17.705,18.796,16.506,20.026,14.412,12.772,13.16,9.798,13.387,14.382,12.99,9.893,10.768,11.682,12.585,13.836,12.68,10.99,14.896,15.927,18.777,14.83,14.904,15.729,16.893,17.301,17.468,18.789,18.52,12.935,13.681,11.27,12.225,12.987,11.087,15.239,14.356,15.935,12.535,10.943,10.061,11.811,9.59,16.43,14.259,21.496,23.556,23.061,20.436,22.551,22.652,19.779,21.513,21.775,15.835,15.523,15.782,14.266,16.834,17.254,19.684,17.515,16.565,17.315,18.176,6.663,9.437,7.164,8.535,6.874,9.995,8.483,7.898,7.552,11.469,9.528,7.489,9.103,5.643,6.671,6.85,8.632,7.897,8.605,6.882,7.917,6.815,7.706,7.012,6.346,7.827,8.403,8.569,7.077,9.624,8.816,10.253,9.127,9.44,12.284,13.55,11.139,13.357,10.467,12.983,11.554,12.236,12.455,13.566,13.469,10.696,14.871,15.622,15.234,16.508,16.36,13.534,13.664,15.43,14.549,17.986,17.264,16.861,16.096,22.127,20.035,22.745,23.481,23.349,22.387,23.057,25.746,25.33,22.167,22.295,21.669,25.09,21.747,23.96,22.03,22.577,23.077,22.771,23.853,21.411,20.072,22.722,25.295,25.634,24.216,23.176,23.778,25.409,21.5,23.642,22.516,25.296,29.526,33.333,15.666,16.122,17.459,24.678,18.601,15.397,14.95,13.332,15.964,17.544,17.322,15.465,17.781,17.967,16.261,13.917,17.405,14.581,16.881,20.449,20.349,24.693,24.003,26.072,30.215,20.811,30.598,27.547,30.15,8.811,8.71,11.118,8.767,8.354,7.318,11.628,5.114,11.907,9.378,11.754,16.542,12.507,11.748,12.991,12.444,14.886,10.751,16.235,9.46,12.587,15.3,13.896,7.501,7.678,8.063,11.231,9.87,27.522,30.306
Yangquan,4.038,4.021,1.824,5.16,6.484,3.102,2.71,3.04,5.637,6.154,3.442,4.094,2.879,1.373,4.03,0.0,3.343,3.952,3.736,1.41,4.783,2.174,4.004,2.809,6.177,7.055,9.299,8.394,11.191,6.214,19.461,9.472,5.303,9.832,11.761,9.781,10.697,10.666,11.514,8.152,9.537,9.324,10.618,8.944,10.757,8.457,8.14,12.499,13.336,11.973,11.976,12.163,12.904,14.661,14.86,15.845,18.271,18.868,20.071,15.688,18.555,18.234,19.178,16.881,20.602,11.912,10.23,10.659,7.097,10.887,11.882,10.489,7.392,8.268,9.182,10.085,11.335,10.18,8.419,12.396,13.427,16.277,12.329,12.403,13.229,14.392,14.801,14.968,16.289,16.02,10.234,10.98,8.569,9.524,10.445,8.386,12.538,11.645,13.213,9.904,8.43,7.36,9.342,6.859,13.719,11.539,19.028,21.252,20.641,18.131,20.247,20.348,17.345,19.208,19.311,13.506,12.996,13.538,11.937,14.545,14.819,17.395,15.226,14.321,14.986,15.709,4.163,7.242,5.019,6.034,5.589,8.299,6.31,5.188,5.052,9.773,7.028,4.989,6.603,3.553,3.629,5.425,5.59,5.653,6.189,4.638,5.673,3.634,4.747,4.665,4.101,4.745,6.159,6.325,5.26,7.38,5.956,8.009,6.874,7.196,10.039,11.261,8.988,11.112,8.223,10.738,9.309,9.992,10.211,11.237,11.225,8.451,12.626,13.377,12.99,14.264,14.116,11.29,11.419,13.185,12.304,15.742,15.02,14.616,13.851,19.883,17.791,20.501,21.237,21.045,20.143,20.813,23.502,23.085,19.922,20.051,19.365,22.846,19.458,21.715,19.785,20.333,20.832,20.467,21.609,19.166,17.828,20.478,23.051,23.39,21.971,20.932,21.534,23.164,19.256,21.398,20.272,23.052,27.281,31.089,13.848,14.305,15.642,22.861,16.783,13.58,13.133,11.515,14.147,15.727,15.505,13.648,15.964,16.15,14.444,12.1,15.588,12.764,15.064,18.205,18.205,22.876,21.758,24.255,28.398,18.994,28.781,25.73,28.333,6.994,6.893,9.301,6.95,6.537,5.501,9.811,4.437,10.09,7.561,10.764,15.7,11.666,10.758,11.174,11.603,14.045,8.934,15.394,7.643,10.943,13.483,12.906,7.486,9.132,7.517,10.063,9.029,26.68,29.464
Changzhi,6.732,6.712,4.53,7.695,9.019,2.492,3.23,5.757,7.929,8.847,5.629,6.788,4.56,2.745,5.587,3.343,0.0,1.632,5.293,2.65,3.694,3.731,2.881,3.48,7.734,8.086,9.97,11.087,13.885,7.246,22.011,10.503,6.86,12.367,14.296,12.316,13.231,13.201,14.049,10.686,12.072,11.859,13.153,11.479,13.292,11.15,10.674,15.034,15.871,14.508,14.511,14.698,15.439,17.21,17.395,18.394,20.806,21.403,22.606,18.223,21.089,20.769,21.713,19.416,23.137,11.315,8.922,10.066,6.401,10.103,11.235,10.259,7.564,7.83,8.885,9.488,10.679,9.584,7.431,11.357,12.83,15.251,11.733,11.293,12.203,13.366,13.473,14.371,15.538,14.994,8.634,9.615,7.229,7.866,9.136,7.057,10.848,9.868,11.53,8.57,6.377,6.025,7.245,5.024,11.942,10.174,16.93,18.991,18.496,15.87,17.985,18.087,15.214,16.947,17.246,11.27,10.957,11.216,9.7,12.268,12.688,15.119,12.95,11.999,12.749,13.61,5.071,8.15,5.975,6.306,6.874,9.255,7.267,5.13,5.944,10.729,7.741,5.898,7.297,5.111,3.755,6.477,4.55,3.331,4.04,2.317,3.352,2.312,3.204,2.446,1.78,3.512,3.837,4.004,3.547,5.058,4.251,5.688,4.561,4.875,7.718,8.984,6.667,8.791,5.901,8.417,6.988,7.671,7.889,9.0,8.904,6.13,10.305,11.056,10.668,11.942,11.795,8.968,9.098,10.864,9.983,13.421,12.699,12.295,11.53,17.561,15.47,18.18,18.916,18.784,17.822,18.492,21.181,20.764,17.601,17.73,17.104,20.525,17.181,19.394,17.464,18.012,18.511,18.205,19.287,16.845,15.506,18.156,20.73,21.069,19.65,18.61,19.212,20.843,16.934,19.076,17.95,20.73,24.96,28.767,11.63,13.217,14.554,21.773,15.696,12.492,12.046,10.427,13.059,14.639,14.417,12.56,14.876,15.062,13.356,11.012,14.5,11.676,13.976,15.884,15.883,21.18,19.437,22.558,26.701,17.906,27.084,24.034,26.637,5.906,5.886,8.213,5.862,5.289,5.562,8.723,5.376,9.002,6.199,10.718,16.371,12.336,11.429,10.086,12.273,14.716,8.102,16.064,6.811,10.111,12.395,13.34,8.157,9.803,8.187,9.231,9.7,27.351,30.135
Jincheng,7.359,7.34,5.157,8.285,9.609,3.119,3.857,6.384,8.538,9.475,6.256,7.415,5.188,3.354,6.196,3.952,1.632,0.0,5.902,3.259,2.788,4.34,2.762,4.089,8.343,8.695,10.531,11.715,14.512,7.855,22.62,11.112,7.469,12.957,14.886,12.906,13.822,13.791,14.639,11.276,12.662,12.449,13.743,12.069,13.882,11.778,11.265,15.624,16.461,15.098,15.101,15.288,16.029,17.819,17.985,19.003,21.396,21.993,23.196,18.813,21.679,21.359,22.303,20.006,23.727,10.524,8.13,9.274,5.61,9.312,10.443,9.468,6.773,7.038,8.093,8.697,9.887,8.792,6.64,10.566,12.039,14.459,10.941,10.501,11.411,12.574,12.682,13.579,14.746,14.202,7.842,8.823,6.438,7.074,8.344,6.265,10.056,9.076,10.738,7.778,5.586,5.234,6.453,4.233,11.15,9.382,16.138,18.199,17.704,15.078,17.194,17.295,14.422,16.156,16.454,10.478,10.166,10.386,8.908,11.457,11.897,14.307,12.138,11.169,11.957,12.819,5.443,8.214,6.347,5.568,7.246,9.627,7.638,4.392,6.141,11.101,7.004,6.242,6.56,5.537,4.127,6.849,4.035,2.539,3.248,1.486,2.521,2.769,2.909,1.654,0.988,3.342,3.046,3.212,2.717,4.228,3.459,4.857,3.77,4.083,6.888,8.172,5.836,7.961,5.071,7.587,6.158,6.84,7.059,8.209,8.073,5.3,9.475,10.226,9.838,11.112,10.964,8.138,8.268,10.034,9.153,12.59,11.868,11.465,10.7,16.731,14.639,17.349,18.085,17.992,16.991,17.661,20.35,19.934,16.771,16.899,16.312,19.694,16.37,18.564,16.634,17.181,17.681,17.414,18.457,16.015,14.676,17.326,19.899,20.238,18.82,17.78,18.382,20.013,16.104,18.246,17.12,19.9,24.13,27.937,10.799,12.311,13.648,20.867,14.789,11.586,11.139,9.521,12.153,13.733,13.511,11.654,13.97,14.156,12.449,10.106,13.594,10.77,13.07,15.053,15.053,20.349,18.607,21.728,25.871,17.0,26.254,23.203,25.806,5.0,4.98,7.307,4.956,4.459,5.527,7.817,5.985,8.096,5.369,9.945,16.932,12.897,11.575,9.18,12.834,15.277,7.329,16.625,6.417,9.338,11.489,12.567,8.718,10.364,8.748,8.837,10.261,27.912,30.696
Shuozhou,5.061,5.299,4.96,6.438,7.762,6.19,5.665,4.78,3.917,6.844,5.391,5.189,5.678,2.693,1.576,3.736,5.293,5.902,0.0,3.219,6.305,2.224,5.526,4.225,3.584,4.586,7.033,9.084,11.518,3.913,17.999,7.003,2.848,11.11,13.039,11.059,11.974,11.944,12.792,9.429,10.815,10.324,11.896,10.222,12.035,9.147,9.418,13.462,14.476,12.936,13.254,13.441,14.182,13.199,15.823,14.383,19.388,19.831,21.034,16.366,19.517,19.197,20.288,17.998,21.518,15.086,13.193,13.833,10.328,14.061,15.055,13.663,10.566,11.441,12.356,13.259,14.509,13.354,11.614,15.569,16.601,19.451,15.503,15.564,16.402,17.566,17.744,18.141,19.463,19.194,12.905,13.886,11.5,12.137,13.407,11.328,15.119,14.139,15.801,12.841,10.648,10.296,11.516,9.295,16.213,14.445,21.201,23.262,22.767,20.141,22.256,22.358,19.485,21.218,21.517,15.541,15.228,15.487,13.971,16.539,16.959,19.39,17.221,16.27,17.02,17.881,7.336,10.146,7.873,9.208,7.583,10.704,9.191,8.419,8.225,12.178,10.201,8.163,9.777,6.351,6.86,7.559,8.759,7.602,8.311,6.588,7.623,6.52,7.412,6.717,6.051,7.72,8.108,8.274,6.782,9.329,8.521,9.958,8.832,9.146,11.989,13.255,10.844,13.062,10.172,12.688,11.259,11.942,12.16,13.271,13.175,10.401,14.576,15.327,14.939,16.213,16.065,13.239,13.369,15.135,14.254,17.692,16.97,16.566,15.801,21.832,19.74,22.451,23.186,23.055,22.092,22.762,25.452,25.035,21.872,22.001,21.375,24.796,21.452,23.665,21.735,22.283,22.782,22.476,23.558,21.116,19.777,22.427,25.001,25.339,23.921,22.881,23.483,25.114,21.205,23.347,22.221,25.001,29.231,33.038,15.371,15.828,17.164,24.383,18.306,15.102,14.656,13.037,15.67,17.249,17.028,15.17,17.487,17.672,15.966,13.622,17.11,14.287,16.586,20.155,20.054,24.399,23.708,25.777,29.92,20.517,30.303,27.253,29.856,8.516,8.415,10.823,8.472,8.059,7.024,11.333,4.884,11.613,9.083,11.543,16.479,12.445,11.537,12.696,12.382,14.824,10.456,16.172,9.166,12.376,15.005,13.685,7.729,7.905,8.291,11.02,9.808,27.459,30.243
Jinzhong,5.02,5.085,2.843,6.224,7.548,3.547,3.022,3.992,5.856,7.135,4.507,5.075,3.943,0.798,3.514,1.41,2.65,3.259,3.219,0.0,3.882,1.658,3.104,2.034,5.661,6.539,8.524,9.375,12.173,5.698,19.937,8.956,4.786,10.896,12.826,10.845,11.761,11.73,12.578,9.216,10.601,10.388,11.682,10.009,11.822,9.438,9.204,13.563,14.4,13.037,13.04,13.227,13.968,15.137,15.924,16.321,19.335,19.932,21.135,16.753,19.619,19.299,20.242,17.945,21.666,12.946,10.55,11.696,8.03,11.732,12.864,11.554,8.457,9.332,10.246,11.119,12.309,11.214,9.06,12.986,14.461,16.879,13.363,12.921,13.831,14.995,15.102,16.001,17.167,16.622,10.262,11.243,8.858,9.495,10.765,8.686,12.477,11.496,13.158,10.198,8.006,7.654,8.874,6.653,13.57,11.803,18.559,20.619,20.124,17.499,19.614,19.715,16.842,18.576,18.874,12.898,12.586,12.845,11.329,13.897,14.317,16.747,14.578,13.628,14.378,15.239,5.227,8.306,6.083,7.099,6.653,9.363,7.374,6.252,6.116,10.837,8.092,6.053,7.668,4.617,4.645,6.49,6.116,4.96,5.668,3.945,4.98,3.878,4.769,4.075,3.409,5.078,5.466,5.632,4.36,6.687,5.879,7.316,6.19,6.503,9.347,10.613,8.295,10.42,7.53,10.046,8.617,9.299,9.518,10.629,10.532,7.759,11.934,12.685,12.297,13.571,13.423,10.597,10.727,12.493,11.612,15.049,14.327,13.924,13.159,19.19,17.098,19.808,20.544,20.412,19.45,20.12,22.809,22.393,19.23,19.358,18.732,22.153,18.81,21.023,19.093,19.64,20.14,19.834,20.916,18.474,17.135,19.785,22.358,22.697,21.279,20.239,20.841,22.472,18.563,20.705,19.579,22.359,26.589,30.396,12.949,13.405,14.741,21.961,15.883,12.68,12.233,10.615,13.247,14.827,14.605,12.748,15.064,15.25,13.543,11.2,14.688,11.864,14.164,17.512,17.512,21.976,21.066,23.355,27.498,18.094,27.881,24.83,27.433,6.094,5.993,8.401,6.05,5.636,4.601,8.911,3.924,9.19,6.661,9.988,14.925,10.89,9.982,10.274,10.827,13.269,8.034,14.618,6.743,10.043,12.583,12.13,6.71,8.356,6.741,9.163,8.253,25.904,28.688
