source,target,distance
WCX,GER,19.01
WCX,MYB,9.19
WCX,WRU,10.63
WCY,NWD,2.81
WCY,SRS,1.79
WCY,WDO,1.6
WDB,IPS,12.65
WDB,MES,2.09
WDB,WFI,10.42
WDD,ACK,7.65
WDD,PEG,7.31
WDE,DZY,2.73
WDE,TLK,1.68
WDH,DAN,4.02
WDH,KIV,6.51
WDL,LGB,4.43
WDL,PTG,2.16
WDM,KEN,11.86
WDM,SVL,5.46
WDN,LTL,5.95
WDN,TOD,1.99
WDO,WCY,1.6
WDO,WLT,2.45
WDS,CFD,6.85
WDS,LDS,8.07
WDT,EAL,11.81
WDT,HAY,3.65
WDT,IVR,2.39
WDT,LNY,4.82
WDT,SLO,8.26
WDU,HNH,1.58
WDU,SYH,1.15
WEA,DRG,0.73
WEA,EAL,1.26
WEA,HAN,1.32
WEE,GRB,3.46
WEE,TLS,3.23
WEH,BKG,5.34
WEH,FST,6.14
WEH,LAI,29.22
WEH,LHS,3.59
WEH,SRA,1.57
WEH,UPM,17.36
WEL,BDM,22.98
WEL,KET,10.66
WEL,STP,93.94
WEM,CRE,32.25
WEM,PRS,5.2
WEM,SHR,16.25
WEM,WTC,12.83
WEM,YRT,5.4
WES,ANL,1.89
WES,BRN,1.38
WES,DMC,1.75
WET,HRS,9.01
WET,PNL,5.01
WEY,DCH,10.45
WEY,UPW,3.67
WFF,CBC,1.36
WFF,KWD,1.86
WFF,MTH,7.06
WFH,BSH,0.89
WFH,WFJ,1.25
WFI,DBR,3.56
WFI,IPS,3.68
WFI,WDB,10.42
WFJ,APS,8.94
WFJ,BSH,2.12
WFJ,EUS,23.53
WFJ,HML,10.91
WFJ,HRW,9.09
WFJ,KGL,5.57
WFJ,LBZ,34.1
WFJ,MKC,48.72
WFJ,WFH,1.25
WFJ,WFN,1.43
WFL,BSN,22.7
WFL,HVN,2.77
WFL,SKG,7.85
WFL,TPC,3.06
WFN,GSN,1.35
WFN,WFJ,1.43
WGA,BCH,2.6
WGA,MAR,2.38
WGC,HAT,4.21
WGC,SVG,11.2
WGC,WLW,2.63
WGN,BYN,4.99
WGN,EBA,14.35
WGN,INC,1.44
WGN,NLW,10.14
WGN,PRE,24.25
WGN,SNH,11.93
WGN,WBQ,17.68
WGN,WHG,7.35
WGR,BKG,2.65
WGR,WNP,1.35
WGT,ASP,13.26
WGT,CAR,16.26
WGT,DLS,11.4
WGV,SHI,1.51
WGV,TWY,2.68
WGW,DSY,7.78
WGW,GST,4.36
WGW,INC,1.5
WGW,PEM,2.88
WGW,WHG,7.33
WHA,AFK,12.52
WHA,SDG,2.04
WHC,SJS,0.93
WHC,WST,1.31
WHD,BSY,0.85
WHD,FNY,0.64
WHE,CLH,5.6
WHE,LHO,3.17
WHG,BON,6.79
WHG,HIN,3.73
WHG,INC,6.15
WHG,WGN,7.35
WHG,WGW,7.33
WHI,CSW,2.41
WHI,FAV,11.12
WHI,HNB,5.92
WHL,BCV,1.34
WHL,SLV,1.14
WHM,CBK,5.2
WHM,FNT,5.27
WHM,HON,12.21
WHN,HUY,3.12
WHN,RNH,2.02
WHP,CRI,1.77
WHP,KTN,3.67
WHP,MIL,8.17
WHP,SAC,24.31
WHP,STP,5.04
WHR,LAI,5.74
WHR,OCK,6.18
WHR,UPM,6.21
WHR,WEH,23.57
WHS,CAT,2.38
WHS,WHY,0.78
WHT,COY,0.65
WHT,RHI,0.57
WHY,KLY,2.14
WHY,WHS,0.78
WIC,BIC,7.11
WIC,BLB,3.4
WIC,RLG,6.3
WID,HGN,2.84
WID,HNX,8.3
WID,LPY,10.6
WID,SNK,5.73
WID,WAC,9.48
WID,WAW,6.52
WIH,ENC,2.21
WIH,GPK,0.99
WIH,PAL,1.8
WIJ,ACC,2.95
WIJ,HDN,1.15
WIJ,KNL,1.35
WIJ,KNR,1.57
WIJ,SPB,3.46
WIL,BUT,7.52
WIL,DBY,9.68
WIM,CLJ,5.36
WIM,EAD,2.59
WIM,HYR,1.3
WIM,RAY,2.12
WIM,SUR,7.5
WIM,WBO,1.44
WIM,WCP,5.23
WIM,WOK,26.9
WIN,BSK,27.63
WIN,ESL,11.1
WIN,MIC,13.46
WIN,SHW,5.08
WIN,SOA,13.3
WIN,WOK,60.07
WIV,ALR,2.8
WIV,COL,6.52
WIV,HYH,3.79
WIV,TLS,14.15
WKB,ASB,6.86
WKB,FRL,6.21
WKD,ATN,5.51
WKD,MSD,2.91
WKD,SNN,3.93
WKF,DON,29.98
WKF,KGX,256.81
WKF,LDS,12.89
WKF,OUT,3.71
WKF,SHF,33.88
WKF,SNA,2.6
WKF,WKK,1.17
WKG,FLM,5.51
WKG,HRR,3.56
WKG,MRY,8.46
WKI,HYK,1.92
WKK,BNY,13.85
WKK,DON,28.89
WKK,DRT,10.48
WKK,LDS,13.47
WKK,MIR,13.44
WKK,NOR,4.86
WKK,PFM,12.43
WKK,SHC,5.83
WKK,WKF,1.17
WKM,BAW,9.94
WKM,BCE,6.31
WKM,CRN,5.21
WKM,RDG,10.41
WKM,WNS,3.19
WLC,BXB,6.96
WLC,CHN,1.99
WLC,ENL,1.58
WLC,NUM,9.46
WLC,TOM,11.01
WLD,BAT,7.37
WLD,CWU,4.78
WLD,SLQ,1.48
WLE,MCH,14.21
WLE,PBO,9.32
WLF,AUD,11.39
WLF,CBG,10.3
WLF,GRC,5.23
WLF,SED,5.33
WLG,NBN,1.71
WLG,WLV,0.57
WLI,BXH,2.2
WLI,FCN,1.73
WLM,MUI,2.08
WLM,WCR,1.32
WLN,OKN,4.6
WLN,SHR,15.66
WLN,TFC,5.61
WLO,BLN,1.7
WLO,SFL,1.66
WLP,NWT,19.88
WLP,SHR,27.03
WLS,BTE,2.17
WLS,SHO,0.92
WLS,SOU,2.73
WLT,CSB,1.36
WLT,WDO,2.45
WLV,BKN,2.15
WLV,WLG,0.57
WLW,KBW,4.83
WLW,WGC,2.63
WLY,HYC,2.55
WLY,RML,1.7
WMA,BRG,7.82
WMA,EML,1.59
WMA,MDE,7.31
WMB,HRW,5.09
WMB,NWB,1.26
WMB,SBP,1.69
WMB,SPB,7.56
WMC,DDG,16.64
WMC,STY,2.27
WMC,WWW,5.21
WMD,ATL,8.54
WMD,NRW,14.54
WMD,SPN,3.93
WME,CDN,1.44
WME,CHP,1.51
WMG,BPK,1.75
WMG,HAT,3.08
WMI,BGN,1.57
WMI,SRR,2.11
WML,ALD,2.66
WML,CRE,29.76
WML,HTH,2.34
WML,SPT,9.71
WML,SYA,2.57
WMN,DMH,5.06
WMN,SAL,29.96
WMN,WSB,6.88
WMR,DDG,3.03
WMR,SOL,2.26
WMS,INP,3.49
WMW,BHO,1.31
WMW,LEM,1.78
WNC,SLO,3.44
WND,GMN,6.99
WND,SKM,3.84
WNE,BHM,20.9
WNE,TAM,2.97
WNF,FLE,5.34
WNF,HOK,3.84
WNG,FRW,0.7
WNG,NNP,2.35
WNH,HRH,3.07
WNH,OLY,6.54
WNL,DFR,1.78
WNL,PTG,3.58
WNM,WOR,2.56
WNM,WSM,2.03
WNN,BEN,5.03
WNN,CNF,12.03
WNP,LER,1.83
WNP,WGR,1.35
WNR,DAT,1.9
WNR,HOU,17.15
WNR,KWB,22.01
WNS,WKM,3.19
WNS,WTI,1.23
WNT,CLJ,1.29
WNT,PUT,1.96
WNW,GIP,1.61
WNW,SRH,1.84
WNY,CES,1.93
WNY,WTM,4.72
WOB,APG,1.53
WOB,BWB,3.26
WOB,RID,4.18
WOF,DTW,9.22
WOF,MVL,10.23
WOF,WOS,0.84
WOH,OXT,4.86
WOH,UWL,2.73
WOK,AHT,16.23
WOK,AHV,12.56
WOK,BKO,5.72
WOK,BSK,37.3
WOK,CLJ,31.35
WOK,FNB,14.03
WOK,GLD,9.21
WOK,SUR,19.41
WOK,WAT,36.99
WOK,WBY,4.26
WOK,WIN,60.07
WOK,WPL,3.73
WOK,WYB,8.41
WOL,MKC,4.07
WOL,NMP,20.33
WOM,BNY,5.75
WOM,ELR,2.23
WON,FRI,1.95
WOO,DCH,15.51
WOO,MTN,6.8
WOO,WRM,7.59
WOP,ASC,17.79
WOP,BHM,40.07
WOP,CNM,29.05
WOP,EVE,15.96
WOP,PSH,6.76
WOP,UNI,36.24
WOP,WOS,5.43
WOR,WNM,2.56
WOR,WSM,4.57
WOR,YAT,6.76
WOS,ASC,22.81
WOS,CNM,33.91
WOS,DTW,8.88
WOS,PSH,11.83
WOS,SWI,75.8
WOS,WOF,0.84
WOS,WOP,5.43
WPE,ROE,0.36
WPE,SDE,0.81
WPL,GLD,5.79
WPL,WOK,3.73
WRB,HPQ,5.77
WRB,MIS,6.22
WRE,NAN,7.07
WRE,WTC,7.64
WRH,ANG,7.96
WRH,DUR,2.48
WRH,EWR,1.54
WRH,FOD,14.28
WRH,LAC,3.85
WRH,SSE,7.55
WRH,WWO,1.18
WRK,CWD,8.16
WRK,RET,11.61
WRK,SRO,3.37
WRK,WWL,6.18
WRL,BMP,9.82
WRL,CAR,6.58
WRL,HWH,25.32
WRM,DCH,22.76
WRM,HAM,7.65
WRM,HOL,3.34
WRM,WOO,7.59
WRN,CMR,3.23
WRN,SHM,2.36
WRP,DDG,13.53
WRP,HTN,4.27
WRP,LMS,5.16
WRP,SOL,18.63
WRP,WRW,2.06
WRS,HOW,4.27
WRS,SBY,9.23
WRT,HXM,6.87
WRT,NWA,4.6
WRU,DNM,4.25
WRU,GER,8.4
WRU,MYB,19.68
WRU,SRU,3.02
WRU,WCX,10.63
WRW,LMS,3.11
WRW,WRP,2.06
WRX,CTR,18.24
WRX,GWE,2.69
WRX,RUA,10.37
WRX,WXC,0.5
WRY,SNS,3.89
WRY,SNY,1.8
WSA,LPY,1.74
WSA,MSH,1.24
WSB,CLC,29.24
WSB,DMH,2.19
WSB,FRO,8.89
WSB,HGD,50.48
WSB,PEW,30.95
WSB,SWI,43.88
WSB,TRO,5.97
WSB,WMN,6.88
WSE,DLH,6.63
WSE,ORE,10.75
WSE,RYE,2.87
WSE,TOK,7.23
WSF,CRE,11.95
WSF,HTF,6.92
WSH,CLU,6.64
WSH,HLY,5.43
WSH,SDM,2.01
WSL,BLX,4.17
WSL,BSC,2.45
WSL,TAB,3.55
WSM,BRI,29.49
WSM,BWT,24.09
WSM,HIG,14.03
WSM,WNM,2.03
WSM,WOR,4.57
WSM,YAT,11.26
WSR,DVN,0.92
WSR,HAZ,1.59
WST,HIP,2.47
WST,WHC,1.31
WSU,SUC,1.18
WSU,SUO,1.19
WSW,BAL,0.83
WSW,CLJ,2.06
WTA,CUH,2.64
WTA,KGE,1.29
WTB,RUS,1.79
WTC,NAN,14.69
WTC,PRS,7.71
WTC,SHR,29.02
WTC,WEM,12.83
WTC,WRE,7.64
WTE,SRL,1.36
WTE,WYT,1.64
WTG,DOW,7.77
WTG,KLN,9.07
WTH,CKL,1.3
WTH,PRN,1.9
WTI,EAR,1.91
WTI,WNS,1.23
WTL,CMN,21.56
WTL,CUW,8.45
WTL,NAR,8.03
WTM,CHM,14.06
WTM,COL,20.4
WTM,HAP,4.35
WTM,KEL,5.82
WTM,MKT,12.95
WTM,WNY,4.72
WTN,FEL,3.62
WTN,HOU,1.47
WTN,TWI,1.98
WTO,BHM,11.43
WTO,CEH,2.37
WTO,WNE,11.13
WTR,EFL,4.38
WTR,YAL,2.68
WTS,AMB,2.97
WTS,CMF,4.45
WTT,AST,1.14
WTT,PRY,1.3
WTY,HSL,7.12
WTY,MLF,3.41
WVF,BUG,1.23
WVF,HHE,4.74
WVF,PMP,5.77
WVH,BBK,6.01
WVH,BHM,19.31
WVH,CSY,5.28
WVH,PKG,15.09
WVH,SAD,11.44
WVH,SGB,13.42
WVH,STA,24.03
WVH,TAB,10.44
WVH,TFC,24.05
WWA,CTN,2.71
WWA,PLU,1.0
WWA,WLI,3.56
WWA,WWD,1.06
WWC,ABW,3.36
WWC,CUS,3.76
WWD,CTN,1.71
WWD,ELW,3.95
WWD,WWA,1.06
WWI,EDN,1.35
WWI,HYS,1.81
WWL,CWD,2.12
WWL,WRK,6.18
WWO,DUR,1.3
WWO,LIT,10.79
WWO,WRH,1.18
WWR,BAK,1.1
WWR,CLJ,2.34
WWR,CLP,0.61
WWW,HNL,2.8
WWW,WMC,5.21
WXC,WRX,0.5
WYB,ASN,2.24
WYB,BFN,2.12
WYB,WAL,3.24
WYB,WOK,8.41
WYE,AFK,5.9
WYE,CIL,7.38
WYL,CRD,1.2
WYL,SUT,2.11
WYM,BLO,6.56
WYM,MCE,9.65
WYM,PRU,3.39
WYT,EWD,1.55
WYT,TLK,2.69
WYT,WTE,1.64
YAE,BPW,8.18
YAE,CDU,20.33
YAL,BEG,2.5
YAL,WTR,2.68
YAT,BRI,18.28
YAT,BWT,31.36
YAT,NLS,6.22
YAT,WOR,6.76
YEO,CDI,5.62
YEO,COP,4.55
YET,CNO,3.3
YET,THO,1.82
YNW,TRB,1.3
YNW,TRY,1.37
YOK,CYK,1.37
YOK,GRS,1.51
YRD,HLG,1.8
YRD,SRL,2.1
YRK,CHF,17.08
YRK,DAR,69.18
YRK,DON,48.65
YRK,GRA,120.71
YRK,GRF,26.13
YRK,KGX,277.75
YRK,LDS,34.88
YRK,MIK,24.14
YRK,MLT,27.36
YRK,NCL,117.37
YRK,NTR,47.49
YRK,PBO,163.74
YRK,POP,4.15
YRK,RET,72.14
YRK,SBY,19.52
YRK,SVG,236.31
YRK,TBY,68.25
YRK,THI,35.15
YRK,ULL,14.05
YRM,NTR,18.76
YRM,TBY,8.05
YRT,SHR,10.88
YRT,WEM,5.4
YSM,HNG,1.39
YSM,LNB,4.23
YSR,LLY,1.41
YSR,TPN,1.42
YVJ,CKN,12.99
YVJ,SAL,58.76
YVJ,SHE,7.34
YVJ,YVP,2.2
YVP,CLC,18.4
YVP,THO,4.32
YVP,YVJ,2.2
ZCW,ROE,0.36
ZCW,SQE,0.63
ZFD,BFR,0.98
ZFD,CTK,0.74
ZFD,LST,1.62
ZFD,STP,1.81
ZFD,TCR,1.83
ZLW,CWX,5.44
ZLW,LST,1.55
ZLW,SDC,1.17
ZLW,SDE,0.96
ZLW,SRA,4.58
